timestamp,id_,pos_x,pos_y,pos_z,orient_x,orient_y,orient_z,orient_w,mean_error
1096698.339013422,181,-0.9406384229660034,-0.575543224811554,1.385560393333435,0.01420813798904419,0.2184164971113205,0.04541349783539772,0.9746948480606079,0.00029140058904886246
1096698.339013422,178,-0.9409449100494385,-0.5724747180938721,1.4948744773864746,0.03684741258621216,-0.9767413139343262,0.05409473180770874,-0.20418736338615417,0.00028605261468328536
1096698.339013422,182,0.7437490820884705,-0.5710002779960632,0.7312294840812683,-0.04634285718202591,0.6906198263168335,0.00855620764195919,-0.7216809988021851,0.00014163553714752197
1096698.339013422,180,-0.5285073518753052,-0.5653142333030701,1.4420284032821655,-0.0019638454541563988,0.6889463067054749,-0.019143320620059967,-0.7245569229125977,0.0002455605717841536
1096698.339013422,179,-0.4855214059352875,0.0007050669519230723,0.34684205055236816,0.0773601084947586,0.7189704775810242,-0.027199378237128258,0.6901862621307373,0.0005904212594032288
1096698.3473468218,181,-0.9404054880142212,-0.5755582451820374,1.3853460550308228,0.013718058355152607,0.21829068660736084,0.0458030141890049,0.9747117757797241,0.0002880677056964487
1096698.3473468218,178,-0.9408990740776062,-0.5723774433135986,1.4946128129959106,0.029377853497862816,-0.9770780801773071,0.048525918275117874,-0.20518448948860168,0.00030561909079551697
1096698.3473468218,182,0.7442166209220886,-0.5710172653198242,0.7314563393592834,-0.045547112822532654,0.691117525100708,0.008078514598309994,-0.7212605476379395,0.00013754889369010925
1096698.3473468218,180,-0.528263509273529,-0.5652836561203003,1.44174063205719,-0.002607882022857666,0.6891653537750244,-0.019185686483979225,-0.7243454456329346,0.00024678558111190796
1096698.3473468218,179,-0.4855247437953949,0.0007002869970165193,0.3468407094478607,0.07741979509592056,0.7190229296684265,-0.02732340432703495,0.6901200413703918,0.0005826835404150188
1096698.3556801216,181,-0.9403223395347595,-0.5756378769874573,1.385141372680664,0.016796328127384186,0.21621866524219513,0.04511633515357971,0.9751573801040649,0.00038236193358898163
